paper_id,title,abstract,year,doi,pmid,source,keywords,url,notes,journal,publication_year,publication_type,authors,citation_count,citation_source,citation_count_age_normalized,journal_impact_factor,journal_impact_factor_year,journal_quartile,journal_metric_source,is_open_access,provider,provider_id,pmcid,semantic_scholar_id,openalex_id,crossref_id,first_author,retrieval_channel,query,query_group,query_set_version,journal_priority_score,journal_domain,jcr_category,open_access_url
doi:10.1016/j.neuroscience.2026.05.012,Propagation effects of abnormal beta oscillations on sleep rhythms in Parkinson's disease: A computational study.,"Parkinson's disease (PD) is characterized by abnormal beta oscillations (13-30 Hz) within the basal ganglia, which contribute not only to motor symptoms but also to sleep disturbances. In this study, we developed a computational model of the basal ganglia-thalamocortical (BGTC) network that includes the pedunculopontine nucleus (PPN), to investigate the mechanism by which the abnormal oscillations disrupt sleep. The model incorporates key nuclei, neurotransmitter systems, and neural pathways to simulate sleep-related brain activity in Parkinsonian conditions. Our simulations show that abnormal beta oscillations impair sleep across all vigilance states. During wakefulness, elevated beta activity in the basal ganglia and cortex prolongs sleep latency. In rapid eye movement (REM) sleep, reduced firing in the pedunculopontine nucleus combined with enhanced beta oscillations underlies features of REM sleep behavior disorder (RBD). In Non-REM 2 (N2) sleep, the formation of sleep spindles is reduced and shifted toward higher frequencies, promoting sleep fragmentation. In Non-REM 3 (N3) sleep, slow-wave amplitude decreases, indicating reduced depth. Propagation analysis reveals that the neural pathways Lhx6-cortical inhibitory neurons (IN), PPN-thalamic reticular nucleus (RE), and globus pallidus internus (GPi)-thalamocortex (TC) can facilitate the propagation of beta oscillations to cortex, while the GPi-TC pathway suppresses it during wakefulness, REM, and N2 sleep. Additionally, the pathway Lhx6-cortical pyramidal neurons (PY) inhibits beta propagation during wakefulness but promotes it during other sleep stages. These findings identify specific pathways through which abnormal beta oscillations propagate and disrupt thalamocortical sleep rhythms, providing new insights into the mechanisms underlying sleep disturbances in Parkinson's disease and highlighting potential therapeutic targets.",2026,10.1016/j.neuroscience.2026.05.012,42155843,pubmed,,https://pubmed.ncbi.nlm.nih.gov/42155843/,,Neuroscience,,,"['Wang H', 'An S', 'Liu H', 'Xu H', 'Zhao Q', 'Zhang A', 'Zhang S', 'Xu G']",0,europe_pmc,0.0,,,,,False,pubmed,,,,,,Wang H,api_broad,,,,,,,
doi:10.18632/oncotarget.17921,Abnormal amplitude of low-frequency fluctuations associated with rapid-eye movement in chronic primary insomnia patients,"// Qian Ran 1, * , Jia Chen 1, * , Chuan Li 1 , Li Wen 1 , Faguo Yue 2 , Tongsheng Shu 1 , Jianxun Mi 3 , Guangxian Wang 1 , Lei Zhang 1 , Dong Gao 2 and Dong Zhang 1 1 Department of Radiology, The Second Affiliated Hospital of The Third Military Medical University, Sha Pingba, Chongqing 400037, China 2 Department of Sleep and Psychology, Institute of Surgery Research, The Third Affiliated Hospital of The Third Military Medical University, Da Ping, Chongqing 400042, China 3 College of Computer Science and Technology, Chongqing University of Posts and Telecommunications, Chongqing 400065, China * First authors Correspondence to: Dong Zhang, email: xqfskzd007@163.com Dong Gao, email: gaodong1973@163.com Keywords: insomnia, REM, ALFF, resting-state fMRI, PSG Received: March 24, 2017&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Accepted: May 03, 2017&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Published: May 17, 2017 ABSTRACT Purpose: Chronic primary insomnia (CPI) is the most prevalent sleep disorder worldwide. CPI manifests as difficulties in sleep onset, maintaining sleep, prolonged sleep latency, and daytime impairment and is often accompanied by cognitive problems such as poor academic performance, poor attention, and decreased memory. The most popular explanation of insomnia is hyperarousal or increased activities of neurons. Rapid eye movement (REM) sleep detected by polysomnography (PSG) exhibits a positive relationship with brain homeostasis and can be helpful for optimally preparing an organism for emotional and social function. Limited work has been performed to explore brain function of insomnia patients in combination with PSG analysis. Results: We observed increased ALFF within areas related to hyperarousal such as the midbrain and bilateral extra-nucleus, whereas decreased ALFF was observed within areas associated with memory and attention involving the parietal and occipital lobule and others. Furthermore, the altered ALFF was associated with the duration of insomnia, sleep efficiency, duration of REM, latency of RME and ratio of REM. Materials and Methods: In this study, we recruited twenty-five CPI patients and twenty-five normal sleep (NS) volunteers as a control group to investigate the amplitude of low-frequency fluctuations (ALFF) and the correlation between those altered ALFF regions through resting-state fMRI and PSG data. Conclusions: These findings suggest that hyperarousal reflected by ALFF abnormality within brain areas related to cognition and emotion in insomnia associated with REM sleep.",2017,10.18632/oncotarget.17921,,openalex,,https://openalex.org/W2615488089,,Oncotarget,,,"['Qian Ran', 'Jia Chen', 'Chuan Li', 'Wen Li', 'Faguo Yue', 'Tongsheng Shu', 'Jian‐Xun Mi', 'Guangxian Wang', 'Lei Zhang', 'Dong Gao', 'Dong Zhang']",28,openalex,2.8,,,,,True,openalex,,,,,,Qian Ran,api_broad,,,,,,,
doi:10.3389/fneur.2018.00317,Aberrant Effective Connectivity of the Right Anterior Insula in Primary Insomnia.,"Objective: Daytime cognitive impairment is an essential symptom of primary insomnia (PI). However, the underlying neural substrate remains largely unknown. Many studies have shown that the right anterior insula (rAI) as a key node of salience network (SN) plays a critical role in switching between the executive control network (ECN) and the default mode network (DMN) for better performance of cognitively demanding tasks. Aberrant effective connectivity (directional functional connectivity) of rAI with ECN or DMN may be one reason for daytime cognitive impairment in PI patients. Up to now, no effective connectivity study has been conducted on patients with PI during resting-state. Our aim is to investigate the effective connectivity between the rAI and the other voxels in the whole brain in PI. Materials and Methods: Fifty drug-naive patients with PI and 40 age- and sex-matched healthy controls were scanned using resting-state functional MRI. Seed-based Granger causality analysis was used to examine effective connectivity between the rAI, including ventral and dorsal part, and the whole brain. The effective connectivity was compared between the two groups and was correlated with clinical characteristics. Results: Compared with controls, patients showed decreased effective connectivity from the rAI to the bilateral precuneus, the left postcentral gyrus (extending to bilateral precuneus) and the bilateral cerebellum posterior lobe, and decreased effective connectivity from the bilateral orbitofrontal cortex (OFC) to the rAI (single voxel P< 0.001, AlphaSim corrected with P < 0.01). Additionally, effective connectivity from the ventral rAI to the left postcentral gyrus and from the left OFC to the ventral rAI were significantly negatively correlated with Insomnia Severity Index scores (r = -0.28, P = 0.046 and r = -0.29, P = 0.038 respectively). Conclusion: The present study is the first to reveal aberrant effective connectivity between the SN hub (rAI) and the posterior DMN hub (precuneus) as well as decision-making region (OFC) and sensori-motor region in PI. These findings suggest an aberrant salience processing system of the rAI in PI patients.",2018,10.3389/fneur.2018.00317,29867727,pubmed,,https://pubmed.ncbi.nlm.nih.gov/29867727/,,Frontiers in neurology,,,"['Li C', 'Dong M', 'Yin Y', 'Hua K', 'Fu S', 'Jiang G']",39,openalex,4.333,,,,,True,pubmed,,,,,,Li C,api_broad,,,,,,,
doi:10.1093/sleep/zsaf090.0418,0418 Increased Intra-Thalamic and Thalamo-Cortical Functional Connections During REM Sleep: A Two-Night EEG-fMRI Study,"
 
 
 Rapid Eye Movement (REM) sleep, characterized by vivid dreaming and muscle atonia, raises fascinating questions about how such immersive experiences occur without external sensory input. Building on a previous REM-locked fMRI study that reported concurrent activation in multiple sensory cortices and the thalamus following eye movements during REM sleep, we hypothesized that during REM sleep, particularly during vivid dreaming, thalamic subnetworks are simultaneously functionally connected to multiple sensory cortices, a pattern not observed during wakefulness.
 
 
 
 We analyzed data from a state-of-the-art whole-night EEG-fMRI concurrent recording dataset collected in our lab. Twelve non-sleep-deprived participants completed two 8-hour whole-night experiments, reaching all sleep stages during the second night. The first night served as an adaptation night, so only data from the second night were included in the analysis. Dynamic functional connection (FC) was calculated using a sliding window approach (step size: 1 TR or 3 seconds, window length: 30 TR) for sleep episodes with a consistent sleep score lasting at least three epochs (90 seconds). The Seitzman 300-region brain atlas was used to define 14 cortical networks and five thalamic subnetworks.
 
 
 
 Supporting our hypothesis, REM sleep engages all five thalamic subnetworks to simultaneously connect with multiple sensory-related cortical networks, including visual, motor, auditory, and action-planning networks—connections that are not observed during wakefulness. For example, the thalamus-default mode subnetwork was not functionally connected to auditory and motor networks during wakefulness but established FCs with these networks during REM sleep. We found significantly higher intra-thalamic FC during REM sleep compared to wakefulness across all 11 participants with high-quality fMRI data during REM. Building on these findings, we further hypothesized that increased thalamus-related FC is specifically associated with phasic REM compared to tonic REM, as phasic REM is often linked to vivid dreaming. Using the Hidden Markov Model from our previous study to differentiate phasic and tonic REM states, we found that phasic REM exhibited significantly greater intra-thalamic and thalamo-cortical FCs than tonic REM.
 
 
 
 These results suggest that thalamic subnetworks act collectively during phasic REM to distribute internally generated sensory information to sensory-related cortical networks, potentially underlying the neural mechanisms of vivid dreaming.
 
 
 
  
",2025,10.1093/sleep/zsaf090.0418,,semantic_scholar,,https://www.semanticscholar.org/paper/7966e702241fa689623d279a66f24841076dd23c,,Sleep,,,"['Nils Yang', 'D. Picchioni', 'J. D. de Zwart', 'P. van Gelderen', 'Jeff H. Duyn']",0,semantic_scholar,0.0,,,,,False,semantic_scholar,,,,,,Nils Yang,api_broad,,,,,,,
doi:10.1111/jsr.70217,Polysomnography in Transition: Reassessing Its Role in the Future of Sleep Medicine.,"PSG, a cornerstone diagnostic instrument in sleep medicine, is recommended for the diagnosis of numerous sleep disorders and might be used as a benchmark for evaluating therapeutical effectiveness. However, PSG has its limitations, and its usefulness in the future warrants reappraisal. First, it is a complex test that requires highly-trained personnel to correctly place the electrodes, monitor the patient, and manually analyse the data. This constitutes a significant economic burden for both society and healthcare systems. PSG also presents few technical limitations: variability of data between nights and variable reliability of scoring between readers. The results given to patients are also limited to the macrostructure of sleep, risking the loss of important information that escapes detection when relying solely on polysomnographic evaluation based on macro sleep stages. The current sleep scoring guidelines raise some doubts about their ability to capture the dynamic and complex nature of human sleep in both clinical and physiological contexts. On the other hand, advanced PSG analysis can provide key information for diagnosis particularly through the microstructural analysis of NREM oscillatory pattern, characterisation of spindles and slow waves, eye movement density, spectrum analysis with hypnodensity and sleep propensity with odd ratio products (ORP). These elements provide a better understanding of the differences between insomnia and poor sleep perception. Furthermore, these methods take into account the dynamics of sleep states, going beyond the mere distinction of sleep into macro stages, which poorly reflects the dynamic nature of sleep itself and including in the assessment of sleep function all the complex associations that sleep itself has with autonomic and cardiorespiratory variables. These insights will transform the role of technicians and clinicians in PSG analysis, with a shift towards training in digital data analysis and algorithms to better inform patients about their PSG results.",2025,10.1111/jsr.70217,41074507,pubmed,,https://pubmed.ncbi.nlm.nih.gov/41074507/,,Journal of sleep research,,,"['Leger D', 'Mutti C', 'Rouen A', 'Parrino L']",3,europe_pmc,1.5,,,,,True,pubmed,,,,,,Leger D,api_broad,,,,,,,
doi:10.1016/j.nicl.2022.103111,Sleep discrepancy is associated with alterations in the salience network in patients with insomnia disorder: An EEG-fMRI study.,"BACKGROUND: Positron emission tomography - computed tomography (PET-CT) research has shown that sleep discrepancy recorded by self-report and polysomnography (PSG) may be related to the altered metabolic rate of the anterior insula (aINS) during non-rapid eye movement (NREM) sleep in patients with insomnia disorder. We aim to explore the functional connectivity of aINS across wake and NREM sleep in the patients and to reveal the association between aINS connectivity and sleep discrepancy. METHODS: Patients with insomnia disorder (n = 33) and healthy controls (n = 31) underwent simultaneous electroencephalography and functional magnetic resonance imaging (EEG-fMRI) during nighttime sleep, and aINS-based connectivity was calculated across wake and NREM sleep. A linear mixed-effects model was used to assess the main effect of group and group-by-stage (wake, NREM stages 1-3) interaction effect on aINS connectivity. Similar mixed models were used to assess the potential correlation between aINS connectivity and the sleep misperception index (MI). RESULTS: A significant group-by-stage interaction effect on aINS-based connectivity was observed in the bilateral frontal gyrus, right inferior temporal gyrus, bilateral middle occipital gyrus and right postcentral gyrus (p < 0.05, corrected). There was also a significant group-by-MI interaction effect on aINS connectivity with the putamen and thalamus during wakefulness (p < 0.05 corrected); MI was significantly associated with aINS-putamen/thalamus connectivity in the control group, whereas the association was weak or even nonsignificant in the patient group. There was no significant main effect of group. CONCLUSION: The waking activity of a neural pathway containing the aINS, putamen, and thalamus may underlie sleep perception, potentially providing important perspectives to reveal complex mechanisms of sleep discrepancy between self-report and PSG.",2022,10.1016/j.nicl.2022.103111,35863180,pubmed;semantic_scholar,,https://pubmed.ncbi.nlm.nih.gov/35863180/,,NeuroImage. Clinical,,,"['Li Y', 'Zou G', 'Shao Y', 'Yao P', 'Liu J', 'Zhou S', 'Hu S', 'Xu J', 'Guo Y', 'Gao JH', 'Zou Q', 'Sun H', 'Yuezhen Li', 'Guangyuan Zou', 'Yan Shao', 'Ping Yao', 'Jiayi Liu', 'Shuqin Zhou', 'Sifan Hu', 'Jing Xu', 'Yupeng Guo', 'Jiahong Gao', 'Q. Zou', 'Hongqiang Sun']",39,openalex,7.8,,,,,True,pubmed;semantic_scholar,,,,,,Li Y,api_broad,,,,,,,
doi:10.3389/fphys.2016.00576,More Severe Insomnia Complaints in People with Stronger Long-Range Temporal Correlations in Wake Resting-State EEG,"The complaints of people suffering from Insomnia Disorder (ID) concern both sleep and daytime functioning. However, little is known about wake brain temporal dynamics in people with ID. We therefore assessed possible alterations in Long-Range Temporal Correlations (LRTC) in the amplitude fluctuations of band-filtered oscillations in electroencephalography (EEG) recordings. We investigated whether LRTC differ between cases with ID and matched controls. Within both groups, we moreover investigated whether individual differences in subjective insomnia complaints are associated with LRTC. Resting-state high-density EEG (256-channel) was recorded in 52 participants with ID and 43 age- and sex-matched controls, during Eyes Open (EO) and Eyes Closed (EC). Detrended fluctuation analysis was applied to the amplitude envelope of band-filtered EEG oscillations (theta, alpha, sigma, beta-1, beta-2) to obtain the Hurst exponents (H), as measures of LRTC. Participants rated their subjective insomnia complaints using the Insomnia Severity Index (ISI). Through general linear models, we evaluated whether H, aggregated across electrodes and frequencies, differed between cases and controls, or showed within-group associations with individual differences in ISI. Additionally, we characterized the spatio-spectral profiles of group differences and associations using non-parametric statistics. H did not differ between cases with ID and controls in any of the frequency bands, neither during EO nor EC. During EO, however, within-group associations between H and ISI indicated that individuals who experienced worse sleep quality had stronger LRTC. Spatio-spectral profiles indicated that the associations held most prominently for the amplitude fluctuations of parietal theta oscillations within the ID group, and of centro-frontal beta-1 oscillations in controls. While people suffering from insomnia experience substantially worse sleep quality than controls, their brain dynamics express similar strength of LRTC. In each group, however, individuals experiencing worse sleep quality tend to have stronger LRTC during eyes open wakefulness, in a spatio-spectral range specific for each group. Taken together, the findings indicate that subjective insomnia complaints involve distinct dynamical processes in people with ID and controls. The findings are in agreement with recent reports on decreasing LRTC during sleep, and with the hypothesis that sleep balances brain excitability.",2016,10.3389/fphys.2016.00576,27965584,openalex,,https://openalex.org/W2557823854,,Frontiers in Physiology,,,"['Michele Colombo', 'Yishul Wei', 'Jennifer R. Ramautar', 'Klaus Linkenkaer‐Hansen', 'Enzo Tagliazucchi', 'Eus J.W. Van Someren']",39,openalex,3.545,,,,,True,openalex,,,,,,Michele Colombo,api_broad,,,,,,,
doi:10.3390/biomedicines13061293,"Aberrant Effective Connectivity Within and Between the Default Mode, Executive Control, and Salience Networks in Chronic Insomnia Disorder-Toward Identifying the Hyperarousal State.","<h4>Background: </h4> Chronic insomnia (CID) is a highly prevalent sleep disorder, yet the precise mechanisms underlying it remain incompletely understood. The aim of this study is to analyse effective connectivity between key regions of the default mode network (DMN), executive control network (ECN), and salience network (SN) in patients with CID as potential neurologic correlates of the hyperarousal state. <h4>Methods:</h4> Thirty-one CID patients and 24 healthy controls (HC) were recruited. All subjects filled out Insomnia severity index scale (ISI), Beck depression inventory (BDI) and Epworth sleepiness scale (ESS), underwent polysomnography, and were scanned on functional magnetic resonance imaging. Statistical Parametric Mapping 12 was used to analyse the results. Spectral dynamic causal modeling was applied to the chosen regions of interest. <h4>Results:</h4> There were three significant connections, present in the CID group &ndash; inhibitory from the dorsolateral prefrontal cortex (DLPFC) to the right hippocampus (Hippocamp R), excitatory from the dorsomedial prefrontal cortex to the ventromedial prefrontal cortex, and excitatory from the common medial prefrontal cortex to the right anterior insula (AIR). Two statistically significant excitatory connections were lacking in the patients&rsquo; group &ndash; from the posterior cingulate cortex (PCC) to AIR, and from precuneus to PCC. CID patients scored higher on the ISI and BDI. Significant negative correlations between DLPFC- Hippocamp R connectivity and both ISI and BDI scores were identified. <h4>Conclusions:</h4> Disruptions within the DMN and between the DMN, SN and ECN reflect an impaired ability to appropriately shift between internally and externally directed cognitive states&mdash;an imbalance potentially underlying the hyperarousal state of CID.",2025,10.3390/biomedicines13061293,40564013,europe_pmc;pubmed,,https://pubmed.ncbi.nlm.nih.gov/40564013/,,Biomedicines,,,"['Georgiev T', 'Paunova R', 'Todeva-Radneva A', 'Avramov K', 'Draganova A', 'Kandilarova S', 'Terziyski K', 'Terziyski K.']",13,europe_pmc,6.5,,,,,True,europe_pmc;pubmed,,,,,,Georgiev T,api_broad,,,,,,,
doi:10.1016/j.jad.2026.121841,"Efficacy of adjunctive intermittent theta-burst stimulation on depressive and insomnia symptoms in elderly patients with depression and comorbid insomnia: A randomized, sham-controlled trial.","<h4>Background</h4>Intermittent theta-burst stimulation (iTBS) may hold potential for treating late-life depression (LLD) accompanied by comorbid insomnia; however, its underlying neural mechanisms remain incompletely understood. This study aimed to explore the therapeutic effects of iTBS on depressive and insomnia symptoms in this population and to explore related alterations in brain neural function using resting-state functional magnetic resonance imaging (fMRI).<h4>Methods</h4>In this study, 36 elderly patients with LLD and insomnia were assigned to receive either sham or active iTBS over the left dorsolateral prefrontal cortex (DLPFC) for 3 weeks (15 sessions). Primary outcomes were assessed using the Pittsburgh Sleep Quality Index (PSQI) and Hamilton Depression Rating Scale (HAMD-17) at baseline, as well as at Weeks 1, 2, 3, and 6. Resting-state fMRI data were obtained at baseline and after the 3-week treatment to quantify the amplitude of low-frequency fluctuations (ALFF) and functional connectivity.<h4>Results</h4>Active iTBS significantly improved depressive and insomnia symptoms compared with sham stimulation (p < 0.05). Reductions in ALFF were observed in limbic-temporal regions (e.g., parahippocampal gyrus, temporal poles) and correlated with sleep improvement. The connectivity between the visual cortex and the left DLPFC also decreased, with trend-level association to better sleep.<h4>Limitations</h4>Larger multi-center trials with prolonged follow-up are needed to confirm findings and elucidate mechanisms.<h4>Conclusion</h4>iTBS over the left DLPFC may reduce depression and insomnia in LLD patients, possibly by modulating limbic-temporal activity and prefrontal-sensory connectivity. This small, exploratory, single-center study suggests that iTBS could be a promising adjunctive treatment for this population.",2026,10.1016/j.jad.2026.121841,42031015,pubmed,,https://pubmed.ncbi.nlm.nih.gov/42031015/,,Journal of affective disorders,,,"['Zhou J', 'Zhu K', 'Wang Y', 'Wang X', 'Shen H', 'Ren L', 'Zhang Q']",0,europe_pmc,0.0,,,,,False,pubmed,,,,,,Zhou J,api_broad,,,,,,,
doi:10.1093/sleep/zsaa056.301,0304 Greater Slow-Wave Activity is Associated with Deteriorating Mood Across Sleep Restriction,"
 
 
 Mood progressively deteriorates over consecutive days of sleep restriction. The neurobiological processes active during sleep that influence the risk of mood disturbance are unknown. This study investigated the relationships between physiological sleep parameters (i.e., slow-wave activity (SWA), slow-wave energy (SWE), rapid eye-movement (REM) sleep duration and latency), and self-reported measures of mood across sleep restriction.
 
 
 
 N=181 healthy participants (48.1% female; 30±6.8 yrs) had valid polysomnography (PSG) and mood data. The study design included two baseline nights (8h time in bed [TIB]) followed by five nights of 4h TIB. PSG (EEG derivations C3-A2, Fz-A1, O2-A1) was collected on the second baseline night (B2), first night of 4h TIB (SR1), and the fifth night of 4h TIB (SR5). The Profile of Mood States was assayed on days following PSG. Power spectral analysis for SWE and SWA was conducted (delta power; band: 0.5-4.5 Hz). General linear regression models were used to independently assess the slope of SWE, SWA, percent REM of total sleep time (TST), and REM latency on mood disturbance across sleep restriction.
 
 
 
 At baseline, higher SWE (unadjusted; r=0.21; P=0.004) and SWA (unadjusted; r=0.19; P=0.007) were associated with greater mood disturbance; these relations were attenuated when adjusted for age and sex. No relation was found between mood and REM latency or REM percent of TST. The slope of mood disturbance from B2 to SR5 was associated with greater percentage increases in C3 SWA on SR5 relative to B2 (β=0.039; P=0.008); this association was not observed for SWE (β=-0.016; P=0.48). The slope of REM latency and REM percent of TST were not associated with the slope of mood disturbance.
 
 
 
 Our results indicate that greater SWA due to sleep restriction was associated with greater mood disturbance, suggesting that less SWA may confer resilience to mood disturbances resulting from sleep restriction.
 
 
 
 This work was supported by National Institute of Health NIH R01NR004281 and National Space and Biomedical Research Institute NSRBI NCC 5-98.
",2020,10.1093/sleep/zsaa056.301,,semantic_scholar,,https://www.semanticscholar.org/paper/545e70168f8fb7b09d3a845c91300b68ec1fb68f,,,,,"['O. Larson', 'C. Jones', 'M. Basner', 'D. Dinges']",0,semantic_scholar,0.0,,,,,True,semantic_scholar,,,,,,O. Larson,api_broad,,,,,,,
doi:10.1016/j.sleep.2025.108679,Altered sleep EEG spectral dynamics across the menstrual cycle in premenstrual dysphoric disorder.,"<h4>Introduction</h4>Premenstrual Dysphoric Disorder (PMDD) is frequently associated with luteal-phase (LP) insomnia. Although the mechanisms underlying insomnia remain unclear, prior evidence suggests paradoxically increased N3 sleep in PMDD across the menstrual cycle. This study investigated potential alterations in sleep microarchitecture in women with PMDD.<h4>Methods</h4>Six women diagnosed with PMDD (32.0 ± 5.7years), along with five healthy controls (30.4 ± 8.2 years) completed polysomnographic sleep recordings (PSGs) every third night throughout one menstrual cycle. EEG spectral analysis (C3-A2) was performed on NREM sleep using Fast Fourier Transform with a 4-s Hamming window and 50 % overlap, and a sleep spindle detector was used. Within-group changes were reported relative to the follicular phase (set at 100 %), and between-group differences relative to controls (set at 100 %), with 95 % confidence intervals for significance. Mixed-model ANOVA was used for spindles parameters. Correlations examined the relationships among EEG frequency bands, core body temperature (Tcore), urinary 6-sulfatoxymelatonin (aMT6), and self-reported mood and sleep quality.<h4>Results</h4>Relative to their FP, the PMDD group showed decreased theta and increased spindle frequency activity (SFA) in the LP. Between-group comparisons indicated higher SFA (∼60 %) and spindle density in PMDD across both phases, as well as lower slow wave activity (SWA; ∼40 %). Moreover, SWA correlated with aMT6 and subjective sleep quality, while elevated SFA was associated with Tcore and mood symptoms.<h4>Conclusions</h4>This study revealed alterations in sleep microarchitecture in PMDD, particularly regarding spindle activity and SWA. The previously observed increase in N3 sleep may reflect a compensatory mechanism in response to disrupted homeostatic processes, warranting further investigation into targeted interventions for insomnia in PMDD.",2026,10.1016/j.sleep.2025.108679,41289768,pubmed,,https://pubmed.ncbi.nlm.nih.gov/41289768/,,Sleep medicine,,,"['Moderie C', 'Boudreau P', 'Pérez Medina Carballo R', 'Boivin DB']",0,europe_pmc,0.0,,,,,False,pubmed,,,,,,Moderie C,api_broad,,,,,,,
doi:10.3389/fnins.2020.00205,The Instant Spontaneous Neuronal Activity Modulation of Transcutaneous Auricular Vagus Nerve Stimulation on Patients With Primary Insomnia,"Primary insomnia (PI) is associated with increased spontaneous neuronal activity. Transcutaneous auricular vagus nerve stimulation (taVNS) modulates brain function, and it is an effective treatment for primary insomnia. However, whether taVNS alleviates insomnia through modulating spontaneous neuronal activity is not fully clarified. This study aims to investigate the instant effect of taVNS in modulating spontaneous neuronal activity in PI patients using resting-state functional magnetic resonance imaging (rs-fMRI). Twenty-two PI subjects underwent rs-fMRI scanning prior and immediately after 30 min treatment of taVNS controlled by twenty healthy adults. Amplitude of low frequency fluctuations (ALFF) analysis was employed to assess the difference in spontaneous neuronal activity between PI patients and healthy adults, as well as between pre-treatment and post-treatment of taVNS. The taVNS-induced altered ALFF brain areas were then selected as regions of interest to perform the resting state functional connectivity (RSFC) analysis in PI patients. The right precuneus showed significantly increased ALFF in PI patients. After immediate taVNS treatment, the ALFF was significantly decreased in the right precuneus and increased in the left middle occipital gyrus. The RSFC in right precuneus with right angular, right superior frontal gyrus, and right middle frontal gyrus was significantly decreased. This study provides insights into the instant brain effects of taVNS on PI patients.",2020,10.3389/fnins.2020.00205,,openalex,,https://openalex.org/W3011398688,,Frontiers in Neuroscience,,,"['Bin Zhao', 'Yanzhi Bi', 'Liang Li', 'Jinling Zhang', 'Hong Yang', 'Lei Zhang', 'Jiakai He', 'Jiliang Fang', 'Peijing Rong']",45,openalex,6.429,,,,,True,openalex,,,,,,Bin Zhao,api_broad,,,,,,,
doi:10.55782/ane-1996-1129,Spectral analysis in cyclic changes of human sleep evaluation.,"In this study cyclic changes of human sleep structure were examined. For whole-night polysomnograms of 35 healthy volunteers of both sexes, manual hypnograms were created and divided into NREM-REM cycles. EEG signals from C3-A2 derivation were analysed by computer using a Fast Fourier Transform (FFT). For consecutive NREM-REM cycles of individual sleep stages, EEG power density contents for delta, theta, alpha, sigma and beta waves were analysed. For consecutive sleep cycles, a clear decrease in NREM sleep duration, especially slow wave sleep duration, was obtained. In addition, a decrease in power density of delta waves was observed. For consecutive sleep cycles, increases in REM sleep duration and in power density of theta and alpha waves were obtained. In consecutive sleep cycles, high amplitude delta slow waves are replaced by higher frequency and lower amplitude waves. Thus stages of NREM sleep are replaced by stages of REM.",1996,10.55782/ane-1996-1129,8787183,semantic_scholar,,https://www.semanticscholar.org/paper/cb074bd153dece25ffa27c6f336369e1779d8a17,,Acta Neurobiologiae Experimentalis,,,"['D. Pracka', 'T. Pracki']",5,semantic_scholar,0.161,,,,,True,semantic_scholar,,,,,,D. Pracka,api_broad,,,,,,,
doi:10.1002/hbm.24770,Dynamic functional connectivity states characterize NREM sleep and wakefulness.,"According to recent neuroimaging studies, temporal fluctuations in functional connectivity patterns can be clustered into dynamic functional connectivity (DFC) states and correspond to fluctuations in vigilance. However, whether there consistently exist DFC states associated with wakefulness and sleep stages and what are the characteristics and electrophysiological origin of these states remain unclear. The aims of the current study were to investigate the properties of DFC in different sleep stages and to explore the relationship between the characteristics of DFC and slow-wave activity. We collected both eyes-closed wakefulness and sleep data from 48 healthy young volunteers with simultaneous electroencephalography (EEG) and functional magnetic resonance imaging (fMRI) recordings. EEG data were employed as the gold standard of sleep stage scoring, and DFC states were estimated based on fMRI data. The results demonstrated that DFC states of the fMRI signals consistently corresponded to wakefulness and nonrapid eye movement sleep stages independent of the number of clusters. Furthermore, the mean dwell time of these states significantly correlated with slow-wave activity. The inclusion or omission of regression of the global signal and the selection of parcellation schemes exerted minimal effects on the current findings. These results provide strong evidence that DFC states underlying fMRI signals match the fluctuations of vigilance and suggest a possible electrophysiological source of DFC states corresponding to vigilance states.",2019,10.1002/hbm.24770,31444893,pubmed,,https://pubmed.ncbi.nlm.nih.gov/31444893/,,Human brain mapping,,,"['Zhou S', 'Zou G', 'Xu J', 'Su Z', 'Zhu H', 'Zou Q', 'Gao JH']",31,openalex,3.875,,,,,True,pubmed,,,,,,Zhou S,api_broad,,,,,,,
